time,open,high,low,close,volume
1728877500,23654.15,23666.2,23632.0,23638.4,0
1728877505,23638.05,23644.4,23630.75,23642.55,0
1728877510,23643.5,23669.05,23643.5,23657.65,0
1728877515,23665.65,23672.35,23660.25,23670.35,0
1728877520,23675.05,23679.5,23670.3,23670.3,0
1728877525,23675.35,23687.75,23674.95,23681.5,0
1728877530,23679.7,23683.15,23674.2,23679.35,0
1728877535,23680.05,23681.0,23678.75,23681.0,0
1728877540,23682.3,23684.0,23676.25,23676.25,0
1728877545,23680.2,23680.2,23673.05,23680.15,0
1728877550,23680.45,23681.85,23678.6,23678.8,0
1728877555,23676.65,23678.95,23674.1,23674.1,0
1728877560,23674.25,23681.6,23674.25,23675.05,0
1728877565,23676.35,23679.2,23676.15,23679.2,0
1728877570,23677.9,23677.9,23674.8,23676.25,0
1728877575,23676.85,23678.15,23674.55,23677.3,0
1728877580,23676.35,23679.3,23674.0,23679.3,0
1728877585,23680.1,23691.65,23680.1,23690.55,0
1728877590,23691.15,23696.1,23688.7,23693.0,0
1728877595,23693.5,23697.3,23689.95,23691.3,0
1728877600,23694.7,23696.4,23691.0,23696.4,0
1728877605,23696.2,23700.55,23696.2,23700.2,0
1728877610,23699.05,23702.35,23697.9,23698.7,0
1728877615,23696.3,23703.85,23695.6,23696.6,0
1728877620,23698.0,23698.0,23689.85,23693.1,0
1728877625,23691.35,23692.7,23689.6,23689.6,0
1728877630,23691.7,23692.45,23688.2,23688.35,0
1728877635,23690.0,23690.5,23687.25,23688.3,0
1728877640,23687.9,23689.6,23685.55,23688.15,0
1728877645,23689.15,23689.4,23685.8,23688.3,0
1728877650,23686.25,23689.75,23684.6,23689.75,0
1728877655,23687.85,23692.3,23687.85,23690.6,0
1728877660,23687.05,23692.1,23687.05,23690.5,0
1728877665,23690.95,23692.1,23688.35,23689.85,0
1728877670,23691.2,23691.55,23686.35,23690.3,0
1728877675,23689.45,23693.2,23689.4,23689.5,0
1728877680,23688.7,23693.9,23687.45,23693.3,0
1728877685,23693.9,23695.4,23689.7,23694.25,0
1728877690,23694.2,23694.2,23689.75,23689.75,0
1728877695,23693.05,23693.2,23686.05,23687.3,0
1728877700,23688.75,23691.1,23685.75,23686.6,0
1728877705,23689.35,23689.35,23684.1,23686.1,0
1728877710,23684.35,23686.15,23684.0,23684.45,0
1728877715,23684.2,23685.45,23683.75,23685.1,0
1728877720,23685.75,23689.15,23685.75,23686.7,0
1728877725,23685.9,23686.3,23681.1,23681.3,0
1728877730,23682.85,23685.7,23681.85,23685.7,0
1728877735,23685.4,23685.75,23682.15,23682.15,0
1728877740,23685.1,23685.3,23680.65,23685.3,0
1728877745,23684.15,23690.25,23684.15,23690.25,0
1728877750,23690.65,23694.15,23689.7,23690.15,0
1728877755,23690.2,23700.55,23690.2,23700.55,0
1728877760,23700.3,23702.75,23698.5,23701.1,0
1728877765,23698.1,23702.25,23694.45,23694.45,0
1728877770,23697.45,23699.6,23695.05,23698.1,0
1728877775,23697.55,23700.7,23696.05,23698.2,0
1728877780,23696.35,23696.45,23692.85,23694.7,0
1728877785,23693.9,23696.5,23691.8,23691.8,0
1728877790,23690.9,23694.9,23690.9,23694.2,0
1728877795,23693.2,23695.4,23691.15,23692.05,0
1728877800,23692.0,23692.0,23687.15,23688.65,0
1728877805,23687.15,23689.5,23685.05,23686.65,0
1728877810,23688.55,23688.55,23683.75,23685.45,0
1728877815,23683.7,23684.85,23680.8,23682.8,0
1728877820,23683.8,23683.95,23680.15,23681.0,0
1728877825,23680.95,23681.75,23679.6,23681.65,0
1728877830,23679.65,23679.65,23677.1,23678.6,0
1728877835,23677.35,23678.45,23675.55,23678.45,0
1728877840,23677.5,23682.75,23677.5,23681.3,0
1728877845,23682.45,23688.4,23681.95,23688.15,0
1728877850,23687.45,23688.5,23681.7,23681.7,0
1728877855,23683.95,23684.25,23680.1,23683.9,0
1728877860,23685.25,23687.7,23680.35,23681.9,0
1728877865,23683.25,23683.25,23677.95,23680.95,0
1728877870,23680.6,23683.2,23680.05,23681.8,0
1728877875,23684.3,23684.3,23680.65,23682.8,0
1728877880,23682.9,23682.9,23677.8,23677.8,0
1728877885,23677.25,23680.1,23676.1,23678.45,0
1728877890,23676.6,23677.45,23674.35,23674.35,0
1728877895,23675.05,23675.9,23667.2,23669.0,0
1728877900,23667.8,23669.35,23665.7,23666.2,0
1728877905,23668.2,23668.2,23664.15,23665.85,0
1728877910,23666.85,23667.45,23664.9,23665.95,0
1728877915,23667.65,23671.2,23667.35,23671.1,0
1728877920,23672.95,23677.55,23672.95,23677.55,0
1728877925,23677.7,23677.75,23673.7,23673.7,0
1728877930,23675.2,23679.5,23674.9,23677.85,0
1728877935,23679.4,23681.9,23677.55,23680.2,0
1728877940,23683.4,23686.45,23681.35,23685.75,0
1728877945,23684.2,23688.35,23684.2,23686.65,0
1728877950,23687.35,23687.35,23683.65,23684.8,0
1728877955,23683.2,23687.1,23683.2,23686.15,0
1728877960,23686.3,23686.3,23681.3,23681.3,0
1728877965,23680.8,23683.25,23679.6,23679.6,0
1728877970,23680.6,23682.0,23679.1,23682.0,0
1728877975,23682.25,23685.55,23681.6,23685.05,0
1728877980,23686.3,23689.95,23686.3,23689.75,0
1728877985,23689.6,23689.6,23686.25,23687.45,0
1728877990,23687.65,23689.1,23686.55,23688.1,0
1728877995,23687.8,23689.25,23686.45,23689.25,0
1728878000,23688.9,23695.35,23688.9,23695.35,0
1728878005,23696.2,23699.4,23696.2,23699.1,0
1728878010,23698.45,23698.8,23694.6,23696.6,0
1728878015,23697.1,23697.95,23695.4,23697.5,0
1728878020,23697.75,23701.1,23697.75,23700.45,0
1728878025,23701.2,23706.15,23699.9,23705.35,0
1728878030,23701.95,23708.35,23701.95,23705.15,0
1728878035,23708.55,23708.7,23705.15,23706.65,0
1728878040,23708.75,23710.7,23706.95,23709.7,0
1728878045,23708.45,23712.05,23708.45,23709.2,0
1728878050,23711.2,23711.2,23707.45,23709.0,0
1728878055,23709.2,23710.25,23706.9,23707.2,0
1728878060,23709.0,23709.0,23703.5,23704.4,0
1728878065,23704.0,23709.15,23704.0,23708.45,0
1728878070,23709.3,23709.85,23706.85,23709.65,0
1728878075,23706.5,23708.7,23705.8,23708.0,0
1728878080,23706.2,23708.6,23705.0,23708.6,0
1728878085,23708.25,23708.25,23704.4,23704.4,0
1728878090,23702.6,23706.25,23702.35,23706.25,0
1728878095,23708.7,23708.8,23707.35,23707.55,0
1728878100,23708.8,23708.8,23702.95,23705.55,0
1728878105,23704.35,23704.75,23701.7,23703.2,0
1728878110,23702.75,23706.1,23702.75,23705.55,0
1728878115,23705.85,23707.2,23702.6,23703.7,0
1728878120,23702.0,23707.6,23702.0,23707.6,0
1728878125,23707.05,23707.9,23705.3,23705.75,0
1728878130,23704.75,23704.75,23700.8,23700.8,0
1728878135,23700.95,23705.15,23700.95,23701.8,0
1728878140,23703.2,23707.05,23703.2,23704.5,0
1728878145,23705.5,23709.9,23705.5,23707.75,0
1728878150,23706.6,23708.2,23705.8,23707.7,0
1728878155,23705.5,23708.75,23703.95,23705.4,0
1728878160,23704.45,23704.45,23701.6,23703.3,0
1728878165,23703.25,23705.5,23701.3,23704.15,0
1728878170,23699.85,23702.1,23694.4,23697.3,0
1728878175,23695.65,23697.55,23690.5,23697.55,0
1728878180,23692.95,23697.45,23692.0,23692.0,0
1728878185,23692.1,23693.2,23689.55,23690.85,0
1728878190,23689.8,23693.05,23688.75,23693.05,0
1728878195,23692.15,23692.25,23688.6,23690.3,0
1728878200,23689.45,23691.95,23689.45,23691.8,0
1728878205,23690.9,23696.65,23690.05,23692.6,0
1728878210,23696.5,23696.5,23691.35,23695.1,0
1728878215,23692.5,23695.1,23690.55,23694.5,0
1728878220,23694.3,23694.9,23691.25,23693.75,0
1728878225,23695.1,23697.4,23693.65,23696.7,0
1728878230,23692.45,23694.85,23692.15,23693.35,0
1728878235,23694.8,23694.9,23691.0,23691.0,0
1728878240,23690.7,23692.35,23690.2,23692.3,0
1728878245,23692.5,23694.65,23690.6,23693.25,0
1728878250,23694.05,23694.05,23690.55,23692.35,0
1728878255,23692.45,23698.85,23692.45,23695.35,0
1728878260,23694.25,23700.45,23692.4,23700.45,0
1728878265,23700.5,23701.1,23699.1,23700.6,0
1728878270,23698.65,23699.95,23697.0,23698.8,0
1728878275,23698.25,23701.05,23698.15,23700.25,0
1728878280,23702.1,23704.55,23700.1,23703.95,0
1728878285,23702.1,23707.1,23700.05,23705.4,0
1728878290,23705.1,23706.55,23703.75,23705.3,0
1728878295,23704.3,23707.05,23703.65,23705.95,0
1728878300,23706.7,23709.4,23706.7,23709.35,0
1728878305,23708.65,23712.85,23708.65,23710.2,0
1728878310,23709.8,23713.25,23709.2,23711.85,0
1728878315,23713.0,23714.4,23709.35,23709.35,0
1728878320,23710.15,23714.8,23710.15,23711.6,0
1728878325,23712.7,23713.8,23711.25,23713.8,0
1728878330,23714.65,23716.75,23711.3,23711.3,0
1728878335,23713.1,23714.7,23710.35,23712.15,0
1728878340,23712.3,23717.6,23710.8,23712.5,0
1728878345,23712.35,23712.35,23709.2,23711.35,0
1728878350,23710.45,23711.65,23709.65,23711.15,0
1728878355,23710.55,23712.6,23710.1,23712.5,0
1728878360,23711.25,23714.75,23711.25,23714.75,0
1728878365,23713.4,23713.55,23710.45,23710.45,0
1728878370,23708.95,23714.3,23708.95,23713.45,0
1728878375,23712.7,23715.7,23712.65,23713.4,0
1728878380,23713.45,23716.45,23712.5,23714.6,0
1728878385,23714.2,23720.45,23714.2,23720.45,0
1728878390,23718.3,23721.9,23717.75,23720.25,0
1728878395,23719.7,23724.55,23719.7,23721.85,0
1728878400,23722.8,23729.35,23722.8,23727.8,0
1728878405,23728.55,23732.75,23728.3,23732.5,0
1728878410,23733.4,23735.1,23730.4,23734.5,0
1728878415,23731.8,23734.95,23727.8,23730.15,0
1728878420,23727.2,23728.0,23724.85,23727.05,0
1728878425,23725.15,23725.6,23724.3,23725.05,0
1728878430,23727.95,23727.95,23724.75,23725.35,0
1728878435,23725.15,23725.15,23722.8,23724.55,0
1728878440,23725.3,23726.0,23722.2,23722.4,0
1728878445,23722.6,23723.3,23719.95,23720.55,0
1728878450,23720.3,23722.75,23718.75,23722.25,0
1728878455,23722.3,23725.7,23720.95,23720.95,0
1728878460,23724.25,23730.75,23723.9,23730.75,0
1728878465,23729.45,23732.5,23729.1,23732.5,0
1728878470,23732.25,23732.25,23728.5,23729.45,0
1728878475,23728.4,23729.55,23726.75,23729.55,0
1728878480,23728.45,23729.45,23725.95,23725.95,0
1728878485,23724.2,23726.65,23724.05,23724.05,0
1728878490,23724.1,23726.85,23723.55,23724.3,0
1728878495,23726.9,23728.35,23725.35,23727.9,0
1728878500,23727.8,23730.7,23727.2,23730.2,0
1728878505,23728.2,23733.7,23728.2,23733.7,0
1728878510,23733.1,23734.65,23731.65,23733.65,0
1728878515,23733.5,23735.9,23729.55,23733.95,0
1728878520,23731.85,23733.3,23728.7,23730.6,0
1728878525,23730.2,23732.45,23726.5,23728.1,0
1728878530,23731.35,23732.9,23728.8,23730.1,0
1728878535,23728.25,23731.55,23728.05,23728.05,0
1728878540,23727.7,23730.8,23725.8,23725.8,0
1728878545,23726.0,23726.85,23722.2,23722.2,0
1728878550,23721.3,23725.2,23721.3,23725.2,0
1728878555,23724.95,23725.6,23722.75,23723.3,0
1728878560,23723.65,23723.65,23721.6,23722.6,0
1728878565,23723.15,23723.2,23720.95,23721.55,0
1728878570,23721.25,23722.05,23717.15,23717.15,0
1728878575,23716.6,23717.65,23715.6,23715.6,0
1728878580,23714.7,23716.35,23713.55,23715.05,0
1728878585,23712.75,23715.4,23712.65,23715.4,0
1728878590,23713.85,23718.8,23713.85,23717.05,0
1728878595,23717.45,23721.7,23717.45,23719.05,0
1728878600,23719.35,23721.25,23718.7,23718.7,0
1728878605,23718.95,23720.45,23718.45,23718.55,0
1728878610,23717.95,23718.7,23715.1,23715.1,0
1728878615,23715.3,23719.5,23715.3,23718.2,0
1728878620,23719.9,23723.05,23719.9,23721.0,0
1728878625,23720.75,23724.35,23720.75,23723.4,0
1728878630,23723.4,23725.45,23722.3,23725.45,0
1728878635,23726.6,23729.1,23726.1,23729.1,0
1728878640,23728.25,23728.8,23726.75,23726.75,0
1728878645,23726.55,23727.4,23723.2,23727.4,0
1728878650,23727.5,23727.65,23724.75,23727.4,0
1728878655,23727.95,23729.0,23725.3,23729.0,0
1728878660,23728.6,23730.8,23728.6,23728.7,0
1728878665,23729.4,23729.4,23727.4,23728.3,0
1728878670,23728.4,23728.4,23726.9,23728.2,0
1728878675,23728.3,23728.95,23727.3,23727.5,0
1728878680,23726.2,23727.65,23726.2,23727.3,0
1728878685,23728.05,23728.4,23726.25,23726.25,0
1728878690,23724.75,23727.7,23724.75,23725.9,0
1728878695,23725.95,23725.95,23723.3,23723.65,0
1728878700,23724.15,23724.3,23720.05,23720.05,0
1728878705,23719.8,23722.95,23718.15,23720.55,0
1728878710,23720.75,23720.75,23715.5,23720.05,0
1728878715,23720.2,23720.2,23716.9,23716.9,0
1728878720,23717.95,23718.45,23715.8,23717.8,0
1728878725,23715.15,23717.8,23714.95,23717.8,0
1728878730,23716.85,23718.4,23713.55,23713.85,0
1728878735,23715.0,23715.55,23713.35,23714.5,0
1728878740,23715.4,23721.6,23714.6,23720.9,0
1728878745,23720.6,23722.2,23718.5,23721.05,0
1728878750,23720.1,23722.9,23719.35,23722.75,0
1728878755,23723.25,23723.25,23721.05,23722.05,0
1728878760,23722.35,23724.75,23722.35,23722.45,0
1728878765,23722.6,23724.25,23721.9,23723.4,0
1728878770,23722.45,23724.55,23722.4,23724.55,0
1728878775,23723.35,23723.35,23718.4,23720.35,0
1728878780,23719.25,23721.3,23718.95,23721.3,0
1728878785,23719.6,23723.3,23719.6,23720.55,0
1728878790,23720.8,23722.1,23720.4,23721.8,0
1728878795,23721.85,23722.3,23718.95,23718.95,0
1728878800,23719.3,23720.25,23717.85,23719.0,0
1728878805,23718.55,23721.15,23718.45,23719.3,0
1728878810,23720.4,23722.5,23719.7,23720.1,0
1728878815,23722.15,23722.45,23719.3,23719.45,0
1728878820,23720.7,23721.35,23718.85,23719.85,0
1728878825,23722.4,23722.6,23718.95,23722.6,0
1728878830,23721.4,23721.85,23719.4,23720.4,0
1728878835,23722.15,23723.05,23720.0,23721.15,0
1728878840,23723.15,23726.55,23719.7,23723.95,0
1728878845,23726.5,23727.4,23724.8,23726.1,0
1728878850,23727.2,23727.75,23725.25,23727.35,0
1728878855,23728.1,23728.65,23725.7,23727.85,0
1728878860,23728.1,23728.1,23725.0,23725.0,0
1728878865,23725.2,23728.85,23725.2,23728.85,0
1728878870,23727.3,23729.75,23725.95,23729.6,0
1728878875,23728.25,23728.95,23726.65,23726.65,0
1728878880,23727.6,23728.9,23726.5,23727.75,0
1728878885,23728.85,23733.85,23728.5,23728.5,0
1728878890,23731.55,23734.9,23731.35,23734.9,0
1728878895,23735.0,23735.65,23732.85,23734.3,0
1728878900,23732.3,23736.15,23732.3,23732.75,0
1728878905,23732.8,23735.0,23732.0,23733.1,0
1728878910,23734.8,23734.8,23731.05,23731.05,0
1728878915,23732.3,23733.3,23730.4,23730.5,0
1728878920,23733.15,23733.4,23729.3,23730.8,0
1728878925,23728.1,23731.7,23728.0,23731.05,0
1728878930,23729.65,23731.45,23728.9,23731.2,0
1728878935,23728.5,23730.2,23726.9,23726.9,0
1728878940,23725.9,23728.8,23725.9,23726.15,0
1728878945,23726.35,23727.75,23725.25,23725.3,0
1728878950,23724.6,23726.5,23723.7,23726.05,0
1728878955,23726.15,23727.35,23724.65,23725.05,0
1728878960,23726.9,23727.8,23724.65,23727.25,0
1728878965,23725.75,23727.35,23724.2,23724.55,0
1728878970,23723.95,23726.3,23721.75,23723.5,0
1728878975,23724.0,23724.0,23720.25,23723.25,0
1728878980,23721.8,23723.0,23719.6,23720.75,0
1728878985,23720.45,23721.8,23720.4,23721.8,0
1728878990,23720.7,23721.5,23720.25,23720.65,0
1728878995,23720.65,23721.8,23720.05,23720.3,0
1728879000,23718.9,23722.2,23718.9,23721.95,0
1728879005,23723.3,23728.9,23722.5,23728.25,0
1728879010,23728.35,23730.1,23726.1,23728.4,0
1728879015,23726.4,23727.65,23725.8,23726.65,0
1728879020,23726.8,23727.95,23725.35,23725.6,0
1728879025,23725.9,23725.9,23723.75,23723.8,0
1728879030,23725.25,23725.7,23722.55,23724.35,0
1728879035,23724.55,23724.55,23721.35,23721.85,0
1728879040,23721.1,23724.1,23721.1,23724.1,0
1728879045,23723.65,23723.8,23720.95,23723.65,0
1728879050,23721.2,23721.2,23719.3,23719.7,0
1728879055,23720.35,23722.0,23719.3,23719.75,0
1728879060,23720.75,23721.85,23719.45,23719.45,0
1728879065,23720.05,23720.7,23717.35,23718.9,0
1728879070,23718.45,23722.8,23718.45,23719.3,0
1728879075,23721.4,23726.5,23721.4,23724.6,0
1728879080,23722.9,23724.1,23721.6,23721.6,0
1728879085,23724.5,23725.15,23722.15,23722.6,0
1728879090,23723.15,23724.0,23723.0,23723.4,0
1728879095,23723.35,23723.35,23722.0,23722.15,0
1728879100,23721.85,23725.95,23721.2,23725.4,0
1728879105,23725.2,23728.45,23725.1,23726.9,0
